forecast_id,region_code,year_month,ingested_at,precipitation_mm,drought_risk_score,flood_risk_score,seasonal_baseline_mm,source
550,KE-CT,2022-10,2026-06-19 09:58:45+00,81.8,17.09,31.88,127.85,open_meteo_archive
551,KE-CT,2022-11,2026-06-19 09:58:45+00,92.1,8.63,39.05,117.09,open_meteo_archive
552,KE-CT,2022-12,2026-06-19 09:58:45+00,62.5,7.04,46.11,68.91,open_meteo_archive
553,KE-CT,2023-01,2026-06-19 09:58:45+00,10.5,1.23,28.49,33.38,open_meteo_archive
554,KE-CT,2023-02,2026-06-19 09:58:45+00,3.2,0.0,7.03,40.36,open_meteo_archive
555,KE-CT,2023-03,2026-06-19 09:58:45+00,103.8,0.96,47.17,84.37,open_meteo_archive
556,KE-CT,2023-04,2026-06-19 09:58:45+00,164.9,4.74,56.63,132.49,open_meteo_archive
557,KE-CT,2023-05,2026-06-19 09:58:45+00,58.7,4.59,53.66,111.88,open_meteo_archive
558,KE-CT,2023-06,2026-06-19 09:58:45+00,26.6,4.84,36.15,38.05,open_meteo_archive
559,KE-CT,2023-07,2026-06-19 09:58:45+00,25.6,24.2,19.36,111.14,open_meteo_archive
560,KE-CT,2023-08,2026-06-19 09:58:45+00,51.7,26.49,13.74,140.3,open_meteo_archive
561,KE-CT,2023-09,2026-06-19 09:58:45+00,83.1,15.49,23.18,125.97,open_meteo_archive
562,KE-CT,2023-10,2026-06-19 09:58:45+00,91.1,15.83,32.4,127.85,open_meteo_archive
563,KE-CT,2023-11,2026-06-19 09:58:45+00,218.9,6.65,85.4,117.09,open_meteo_archive
564,KE-CT,2023-12,2026-06-19 09:58:45+00,52.9,11.19,55.63,68.91,open_meteo_archive
565,KE-CT,2024-01,2026-06-19 09:58:45+00,85.0,0.55,84.41,33.38,open_meteo_archive
566,KE-CT,2024-02,2026-06-19 09:58:45+00,32.3,0.0,65.05,42.25,open_meteo_archive
567,KE-CT,2024-03,2026-06-19 09:58:45+00,23.7,6.45,34.32,85.84,open_meteo_archive
568,KE-CT,2024-04,2026-06-19 09:58:45+00,163.7,10.18,51.22,134.69,open_meteo_archive
569,KE-CT,2024-05,2026-06-19 09:58:45+00,175.4,4.59,81.41,107.57,open_meteo_archive
570,KE-CT,2024-06,2026-06-19 09:58:45+00,20.2,5.22,56.39,39.13,open_meteo_archive
571,KE-CT,2024-07,2026-06-19 09:58:45+00,190.1,5.84,66.04,113.4,open_meteo_archive
572,KE-CT,2024-08,2026-06-19 09:58:45+00,163.9,8.36,81.12,139.71,open_meteo_archive
573,KE-CT,2024-09,2026-06-19 09:58:45+00,98.2,12.83,32.8,125.74,open_meteo_archive
574,KE-CT,2024-10,2026-06-19 09:58:45+00,101.3,15.82,58.9,128.76,open_meteo_archive
575,KE-CT,2024-11,2026-06-19 09:58:45+00,164.0,7.11,52.77,115.23,open_meteo_archive
576,KE-CT,2024-12,2026-06-19 09:58:45+00,35.4,12.04,52.81,66.08,open_meteo_archive
577,KE-CT,2025-01,2026-06-19 09:58:45+00,43.2,2.5,34.53,33.38,open_meteo_archive
578,KE-CT,2025-02,2026-06-19 09:58:45+00,3.9,0.0,56.99,40.36,open_meteo_archive
579,KE-CT,2025-03,2026-06-19 09:58:45+00,124.0,1.04,55.97,84.37,open_meteo_archive
580,KE-CT,2025-04,2026-06-19 09:58:45+00,141.3,14.23,76.25,132.49,open_meteo_archive
581,KE-CT,2025-05,2026-06-19 09:58:45+00,84.8,8.32,45.57,111.88,open_meteo_archive
582,KE-CT,2025-06,2026-06-19 09:58:45+00,51.6,6.06,68.29,38.05,open_meteo_archive
583,KE-CT,2025-07,2026-06-19 09:58:45+00,76.4,12.01,45.16,111.14,open_meteo_archive
584,KE-CT,2025-08,2026-06-19 09:58:45+00,173.8,7.88,55.48,140.3,open_meteo_archive
585,KE-CT,2025-09,2026-06-19 09:58:45+00,70.7,10.53,35.68,125.97,open_meteo_archive
586,KE-CT,2025-10,2026-06-19 09:58:45+00,192.2,9.6,55.73,127.85,open_meteo_archive
587,KE-CT,2025-11,2026-06-19 09:58:45+00,89.5,14.31,59.16,117.09,open_meteo_archive
588,KE-CT,2025-12,2026-06-19 09:58:45+00,77.1,6.1,41.2,68.91,open_meteo_archive
589,KE-CT,2026-01,2026-06-19 09:58:45+00,7.6,1.88,47.11,33.38,open_meteo_archive
590,KE-CT,2026-02,2026-06-19 09:58:45+00,111.8,0.0,51.0,40.36,open_meteo_archive
591,KE-CT,2026-03,2026-06-19 09:58:45+00,201.1,2.02,92.0,84.37,open_meteo_archive
592,KE-CT,2026-04,2026-06-19 09:58:45+00,118.1,9.01,49.25,132.49,open_meteo_archive
593,KE-CT,2026-05,2026-06-19 09:58:45+00,95.2,6.84,52.24,111.88,open_meteo_archive
594,KE-CT,2026-06,2026-06-19 09:58:45+00,47.3,3.02,96.24,18.0,open_meteo_forecast
487,KE-NY,2022-01,2026-06-19 09:58:22+00,98.7,3.07,41.09,79.65,open_meteo_archive
488,KE-NY,2022-02,2026-06-19 09:58:22+00,79.4,1.87,60.25,69.41,open_meteo_archive
489,KE-NY,2022-03,2026-06-19 09:58:22+00,40.7,8.25,35.41,113.27,open_meteo_archive
490,KE-NY,2022-04,2026-06-19 09:58:22+00,122.6,11.44,26.24,148.78,open_meteo_archive
491,KE-NY,2022-05,2026-06-19 09:58:22+00,122.8,8.54,60.37,102.28,open_meteo_archive
492,KE-NY,2022-06,2026-06-19 09:58:22+00,37.9,7.83,60.55,55.62,open_meteo_archive
493,KE-NY,2022-07,2026-06-19 09:58:22+00,76.8,7.36,49.61,49.42,open_meteo_archive
494,KE-NY,2022-08,2026-06-19 09:58:22+00,99.8,4.69,85.33,60.32,open_meteo_archive
495,KE-NY,2022-09,2026-06-19 09:58:22+00,68.7,8.69,68.95,61.07,open_meteo_archive
496,KE-NY,2022-10,2026-06-19 09:58:22+00,57.6,12.31,27.6,87.83,open_meteo_archive
497,KE-NY,2022-11,2026-06-19 09:58:22+00,135.5,5.4,52.82,110.5,open_meteo_archive
498,KE-NY,2022-12,2026-06-19 09:58:22+00,110.8,5.06,54.26,101.09,open_meteo_archive
499,KE-NY,2023-01,2026-06-19 09:58:22+00,2.0,4.52,22.1,79.65,open_meteo_archive
500,KE-NY,2023-02,2026-06-19 09:58:22+00,27.5,5.77,11.12,69.41,open_meteo_archive
501,KE-NY,2023-03,2026-06-19 09:58:22+00,185.5,2.12,71.77,113.27,open_meteo_archive
502,KE-NY,2023-04,2026-06-19 09:58:22+00,193.1,13.0,58.73,148.78,open_meteo_archive
503,KE-NY,2023-05,2026-06-19 09:58:22+00,54.3,16.08,48.86,102.28,open_meteo_archive
504,KE-NY,2023-06,2026-06-19 09:58:22+00,28.5,7.13,19.72,55.62,open_meteo_archive
505,KE-NY,2023-07,2026-06-19 09:58:22+00,26.5,6.32,25.25,49.42,open_meteo_archive
506,KE-NY,2023-08,2026-06-19 09:58:22+00,29.9,6.68,18.71,60.32,open_meteo_archive
507,KE-NY,2023-09,2026-06-19 09:58:22+00,76.3,7.08,67.44,61.07,open_meteo_archive
508,KE-NY,2023-10,2026-06-19 09:58:22+00,103.5,10.36,57.11,87.83,open_meteo_archive
509,KE-NY,2023-11,2026-06-19 09:58:22+00,161.8,4.1,75.94,110.5,open_meteo_archive
510,KE-NY,2023-12,2026-06-19 09:58:22+00,90.3,7.48,53.56,101.09,open_meteo_archive
511,KE-NY,2024-01,2026-06-19 09:58:22+00,154.4,0.4,84.52,79.65,open_meteo_archive
512,KE-NY,2024-02,2026-06-19 09:58:22+00,41.2,3.13,48.85,72.37,open_meteo_archive
513,KE-NY,2024-03,2026-06-19 09:58:22+00,44.2,9.11,23.05,114.67,open_meteo_archive
514,KE-NY,2024-04,2026-06-19 09:58:22+00,126.3,12.99,36.34,149.28,open_meteo_archive
515,KE-NY,2024-05,2026-06-19 09:58:22+00,54.0,13.32,16.71,99.22,open_meteo_archive
516,KE-NY,2024-06,2026-06-19 09:58:22+00,32.5,7.81,28.2,55.87,open_meteo_archive
517,KE-NY,2024-07,2026-06-19 09:58:22+00,76.3,5.29,68.6,49.21,open_meteo_archive
518,KE-NY,2024-08,2026-06-19 09:58:22+00,37.6,6.45,48.35,60.29,open_meteo_archive
519,KE-NY,2024-09,2026-06-19 09:58:22+00,57.5,7.8,31.36,61.33,open_meteo_archive
520,KE-NY,2024-10,2026-06-19 09:58:22+00,83.0,8.3,59.63,89.41,open_meteo_archive
521,KE-NY,2024-11,2026-06-19 09:58:22+00,180.6,6.5,62.77,110.19,open_meteo_archive
522,KE-NY,2024-12,2026-06-19 09:58:22+00,89.5,6.39,65.84,97.74,open_meteo_archive
523,KE-NY,2025-01,2026-06-19 09:58:22+00,52.2,2.44,28.65,79.65,open_meteo_archive
524,KE-NY,2025-02,2026-06-19 09:58:22+00,6.6,6.16,34.64,69.41,open_meteo_archive
525,KE-NY,2025-03,2026-06-19 09:58:22+00,91.6,4.33,36.25,113.27,open_meteo_archive
526,KE-NY,2025-04,2026-06-19 09:58:22+00,169.8,13.05,68.05,148.78,open_meteo_archive
527,KE-NY,2025-05,2026-06-19 09:58:22+00,104.9,7.56,53.15,102.28,open_meteo_archive
528,KE-NY,2025-06,2026-06-19 09:58:22+00,61.9,6.35,65.75,55.62,open_meteo_archive
529,KE-NY,2025-07,2026-06-19 09:58:22+00,51.5,3.8,69.53,49.42,open_meteo_archive
530,KE-NY,2025-08,2026-06-19 09:58:22+00,81.5,5.14,57.29,60.32,open_meteo_archive
531,KE-NY,2025-09,2026-06-19 09:58:22+00,39.8,8.13,36.82,61.07,open_meteo_archive
532,KE-NY,2025-10,2026-06-19 09:58:22+00,148.6,8.89,62.31,87.83,open_meteo_archive
533,KE-NY,2025-11,2026-06-19 09:58:22+00,37.3,13.48,46.69,110.5,open_meteo_archive
534,KE-NY,2025-12,2026-06-19 09:58:22+00,151.9,6.42,41.09,101.09,open_meteo_archive
535,KE-NY,2026-01,2026-06-19 09:58:22+00,51.6,2.47,63.92,79.65,open_meteo_archive
536,KE-NY,2026-02,2026-06-19 09:58:22+00,187.4,0.43,77.59,69.41,open_meteo_archive
537,KE-NY,2026-03,2026-06-19 09:58:22+00,284.9,1.73,93.88,113.27,open_meteo_archive
538,KE-NY,2026-04,2026-06-19 09:58:22+00,144.4,10.99,65.07,148.78,open_meteo_archive
539,KE-NY,2026-05,2026-06-19 09:58:22+00,93.7,7.78,53.89,102.28,open_meteo_archive
540,KE-NY,2026-06,2026-06-19 09:58:22+00,7.1,8.9,58.39,22.53,open_meteo_forecast
433,KE-RV,2022-01,2026-06-19 09:58:14+00,58.1,8.77,25.56,99.17,open_meteo_archive
434,KE-RV,2022-02,2026-06-19 09:58:14+00,100.8,1.75,62.17,80.33,open_meteo_archive
435,KE-RV,2022-03,2026-06-19 09:58:14+00,49.0,14.17,31.76,148.25,open_meteo_archive
436,KE-RV,2022-04,2026-06-19 09:58:14+00,158.3,17.81,30.32,192.97,open_meteo_archive
437,KE-RV,2022-05,2026-06-19 09:58:14+00,99.9,11.37,48.6,120.02,open_meteo_archive
438,KE-RV,2022-06,2026-06-19 09:58:14+00,55.5,14.37,50.56,60.87,open_meteo_archive
439,KE-RV,2022-07,2026-06-19 09:58:14+00,30.7,14.99,15.82,66.33,open_meteo_archive
440,KE-RV,2022-08,2026-06-19 09:58:14+00,88.3,11.86,62.73,76.42,open_meteo_archive
441,KE-RV,2022-09,2026-06-19 09:58:14+00,104.2,9.52,72.02,77.92,open_meteo_archive
442,KE-RV,2022-10,2026-06-19 09:58:14+00,71.0,15.13,51.07,86.95,open_meteo_archive
443,KE-RV,2022-11,2026-06-19 09:58:14+00,179.3,9.16,64.37,132.26,open_meteo_archive
444,KE-RV,2022-12,2026-06-19 09:58:14+00,97.5,11.25,46.97,118.43,open_meteo_archive
445,KE-RV,2023-01,2026-06-19 09:58:14+00,2.9,11.27,16.47,99.17,open_meteo_archive
446,KE-RV,2023-02,2026-06-19 09:58:14+00,1.4,11.27,6.62,80.33,open_meteo_archive
447,KE-RV,2023-03,2026-06-19 09:58:14+00,170.1,7.79,41.73,148.25,open_meteo_archive
448,KE-RV,2023-04,2026-06-19 09:58:14+00,212.5,12.62,60.14,192.97,open_meteo_archive
449,KE-RV,2023-05,2026-06-19 09:58:14+00,84.3,16.68,42.7,120.02,open_meteo_archive
450,KE-RV,2023-06,2026-06-19 09:58:14+00,78.2,8.1,51.46,60.87,open_meteo_archive
451,KE-RV,2023-07,2026-06-19 09:58:14+00,21.0,10.08,31.49,66.33,open_meteo_archive
452,KE-RV,2023-08,2026-06-19 09:58:14+00,28.2,11.51,14.67,76.42,open_meteo_archive
453,KE-RV,2023-09,2026-06-19 09:58:14+00,127.4,3.55,69.68,77.92,open_meteo_archive
454,KE-RV,2023-10,2026-06-19 09:58:14+00,45.8,11.19,32.65,86.95,open_meteo_archive
455,KE-RV,2023-11,2026-06-19 09:58:14+00,278.3,2.36,79.89,132.26,open_meteo_archive
456,KE-RV,2023-12,2026-06-19 09:58:14+00,118.6,7.44,68.09,118.43,open_meteo_archive
457,KE-RV,2024-01,2026-06-19 09:58:14+00,252.3,1.26,90.2,99.17,open_meteo_archive
458,KE-RV,2024-02,2026-06-19 09:58:14+00,62.8,5.41,50.5,84.19,open_meteo_archive
459,KE-RV,2024-03,2026-06-19 09:58:14+00,74.6,13.19,44.03,150.07,open_meteo_archive
460,KE-RV,2024-04,2026-06-19 09:58:14+00,283.9,5.96,75.11,193.65,open_meteo_archive
461,KE-RV,2024-05,2026-06-19 09:58:14+00,102.6,9.19,57.88,115.44,open_meteo_archive
462,KE-RV,2024-06,2026-06-19 09:58:14+00,28.2,13.08,29.78,61.61,open_meteo_archive
463,KE-RV,2024-07,2026-06-19 09:58:14+00,112.3,5.14,63.77,65.98,open_meteo_archive
464,KE-RV,2024-08,2026-06-19 09:58:14+00,42.5,12.75,42.12,76.72,open_meteo_archive
465,KE-RV,2024-09,2026-06-19 09:58:14+00,66.3,14.62,20.99,77.91,open_meteo_archive
466,KE-RV,2024-10,2026-06-19 09:58:14+00,81.6,16.82,67.89,88.07,open_meteo_archive
467,KE-RV,2024-11,2026-06-19 09:58:14+00,204.3,5.83,56.28,133.0,open_meteo_archive
468,KE-RV,2024-12,2026-06-19 09:58:14+00,144.9,8.77,75.13,114.11,open_meteo_archive
469,KE-RV,2025-01,2026-06-19 09:58:14+00,107.5,6.66,47.65,99.17,open_meteo_archive
470,KE-RV,2025-02,2026-06-19 09:58:14+00,19.5,7.6,55.24,80.33,open_meteo_archive
471,KE-RV,2025-03,2026-06-19 09:58:14+00,202.1,5.98,55.05,148.25,open_meteo_archive
472,KE-RV,2025-04,2026-06-19 09:58:14+00,174.6,17.88,60.29,192.97,open_meteo_archive
473,KE-RV,2025-05,2026-06-19 09:58:14+00,117.5,12.23,45.42,120.02,open_meteo_archive
474,KE-RV,2025-06,2026-06-19 09:58:14+00,81.5,7.75,60.36,60.87,open_meteo_archive
475,KE-RV,2025-07,2026-06-19 09:58:14+00,110.9,4.61,83.25,66.33,open_meteo_archive
476,KE-RV,2025-08,2026-06-19 09:58:14+00,112.5,6.49,72.17,76.42,open_meteo_archive
477,KE-RV,2025-09,2026-06-19 09:58:14+00,40.5,15.35,27.44,77.92,open_meteo_archive
478,KE-RV,2025-10,2026-06-19 09:58:14+00,145.2,10.75,60.48,86.95,open_meteo_archive
479,KE-RV,2025-11,2026-06-19 09:58:14+00,27.3,23.66,42.92,132.26,open_meteo_archive
480,KE-RV,2025-12,2026-06-19 09:58:14+00,87.9,18.45,17.55,118.43,open_meteo_archive
481,KE-RV,2026-01,2026-06-19 09:58:14+00,10.7,7.21,36.46,99.17,open_meteo_archive
482,KE-RV,2026-02,2026-06-19 09:58:14+00,164.3,3.25,45.89,80.33,open_meteo_archive
483,KE-RV,2026-03,2026-06-19 09:58:14+00,326.5,4.83,92.07,148.25,open_meteo_archive
484,KE-RV,2026-04,2026-06-19 09:58:14+00,167.3,16.51,38.19,192.97,open_meteo_archive
485,KE-RV,2026-05,2026-06-19 09:58:14+00,116.6,11.58,58.47,120.02,open_meteo_archive
486,KE-RV,2026-06,2026-06-19 09:58:14+00,59.3,1.54,84.08,27.98,open_meteo_forecast
379,KE-WR,2022-01,2026-06-19 09:57:56+00,98.7,3.07,41.09,79.65,open_meteo_archive
380,KE-WR,2022-02,2026-06-19 09:57:56+00,79.4,1.87,60.25,69.41,open_meteo_archive
381,KE-WR,2022-03,2026-06-19 09:57:56+00,40.7,8.25,35.41,113.27,open_meteo_archive
382,KE-WR,2022-04,2026-06-19 09:57:56+00,122.6,11.44,26.24,148.78,open_meteo_archive
383,KE-WR,2022-05,2026-06-19 09:57:56+00,122.8,8.54,60.37,102.28,open_meteo_archive
384,KE-WR,2022-06,2026-06-19 09:57:56+00,37.9,7.83,60.55,55.62,open_meteo_archive
385,KE-WR,2022-07,2026-06-19 09:57:56+00,76.8,7.36,49.61,49.42,open_meteo_archive
386,KE-WR,2022-08,2026-06-19 09:57:56+00,99.8,4.69,85.33,60.32,open_meteo_archive
387,KE-WR,2022-09,2026-06-19 09:57:56+00,68.7,8.69,68.95,61.07,open_meteo_archive
388,KE-WR,2022-10,2026-06-19 09:57:56+00,57.6,12.31,27.6,87.83,open_meteo_archive
389,KE-WR,2022-11,2026-06-19 09:57:56+00,135.5,5.4,52.82,110.5,open_meteo_archive
390,KE-WR,2022-12,2026-06-19 09:57:56+00,110.8,5.06,54.26,101.09,open_meteo_archive
391,KE-WR,2023-01,2026-06-19 09:57:56+00,2.0,4.52,22.1,79.65,open_meteo_archive
392,KE-WR,2023-02,2026-06-19 09:57:56+00,27.5,5.77,11.12,69.41,open_meteo_archive
393,KE-WR,2023-03,2026-06-19 09:57:56+00,185.5,2.12,71.77,113.27,open_meteo_archive
394,KE-WR,2023-04,2026-06-19 09:57:56+00,193.1,13.0,58.73,148.78,open_meteo_archive
395,KE-WR,2023-05,2026-06-19 09:57:56+00,54.3,16.08,48.86,102.28,open_meteo_archive
396,KE-WR,2023-06,2026-06-19 09:57:56+00,28.5,7.13,19.72,55.62,open_meteo_archive
397,KE-WR,2023-07,2026-06-19 09:57:56+00,26.5,6.32,25.25,49.42,open_meteo_archive
398,KE-WR,2023-08,2026-06-19 09:57:56+00,29.9,6.68,18.71,60.32,open_meteo_archive
399,KE-WR,2023-09,2026-06-19 09:57:56+00,76.3,7.08,67.44,61.07,open_meteo_archive
400,KE-WR,2023-10,2026-06-19 09:57:56+00,103.5,10.36,57.11,87.83,open_meteo_archive
401,KE-WR,2023-11,2026-06-19 09:57:56+00,161.8,4.1,75.94,110.5,open_meteo_archive
402,KE-WR,2023-12,2026-06-19 09:57:56+00,90.3,7.48,53.56,101.09,open_meteo_archive
403,KE-WR,2024-01,2026-06-19 09:57:56+00,154.4,0.4,84.52,79.65,open_meteo_archive
404,KE-WR,2024-02,2026-06-19 09:57:56+00,41.2,3.13,48.85,72.37,open_meteo_archive
405,KE-WR,2024-03,2026-06-19 09:57:56+00,44.2,9.11,23.05,114.67,open_meteo_archive
406,KE-WR,2024-04,2026-06-19 09:57:56+00,126.3,12.99,36.34,149.28,open_meteo_archive
407,KE-WR,2024-05,2026-06-19 09:57:56+00,54.0,13.32,16.71,99.22,open_meteo_archive
408,KE-WR,2024-06,2026-06-19 09:57:56+00,32.5,7.81,28.2,55.87,open_meteo_archive
409,KE-WR,2024-07,2026-06-19 09:57:56+00,76.3,5.29,68.6,49.21,open_meteo_archive
410,KE-WR,2024-08,2026-06-19 09:57:56+00,37.6,6.45,48.35,60.29,open_meteo_archive
411,KE-WR,2024-09,2026-06-19 09:57:56+00,57.5,7.8,31.36,61.33,open_meteo_archive
412,KE-WR,2024-10,2026-06-19 09:57:56+00,83.0,8.3,59.63,89.41,open_meteo_archive
413,KE-WR,2024-11,2026-06-19 09:57:56+00,180.6,6.5,62.77,110.19,open_meteo_archive
414,KE-WR,2024-12,2026-06-19 09:57:56+00,89.5,6.39,65.84,97.74,open_meteo_archive
415,KE-WR,2025-01,2026-06-19 09:57:56+00,52.2,2.44,28.65,79.65,open_meteo_archive
416,KE-WR,2025-02,2026-06-19 09:57:56+00,6.6,6.16,34.64,69.41,open_meteo_archive
417,KE-WR,2025-03,2026-06-19 09:57:56+00,91.6,4.33,36.25,113.27,open_meteo_archive
418,KE-WR,2025-04,2026-06-19 09:57:56+00,169.8,13.05,68.05,148.78,open_meteo_archive
419,KE-WR,2025-05,2026-06-19 09:57:56+00,104.9,7.56,53.15,102.28,open_meteo_archive
420,KE-WR,2025-06,2026-06-19 09:57:56+00,61.9,6.35,65.75,55.62,open_meteo_archive
421,KE-WR,2025-07,2026-06-19 09:57:56+00,51.5,3.8,69.53,49.42,open_meteo_archive
422,KE-WR,2025-08,2026-06-19 09:57:56+00,81.5,5.14,57.29,60.32,open_meteo_archive
423,KE-WR,2025-09,2026-06-19 09:57:56+00,39.8,8.13,36.82,61.07,open_meteo_archive
424,KE-WR,2025-10,2026-06-19 09:57:56+00,148.6,8.89,62.31,87.83,open_meteo_archive
425,KE-WR,2025-11,2026-06-19 09:57:56+00,37.3,13.48,46.69,110.5,open_meteo_archive
426,KE-WR,2025-12,2026-06-19 09:57:56+00,151.9,6.42,41.09,101.09,open_meteo_archive
427,KE-WR,2026-01,2026-06-19 09:57:56+00,51.6,2.47,63.92,79.65,open_meteo_archive
428,KE-WR,2026-02,2026-06-19 09:57:56+00,187.4,0.43,77.59,69.41,open_meteo_archive
429,KE-WR,2026-03,2026-06-19 09:57:56+00,284.9,1.73,93.88,113.27,open_meteo_archive
430,KE-WR,2026-04,2026-06-19 09:57:56+00,144.4,10.99,65.07,148.78,open_meteo_archive
431,KE-WR,2026-05,2026-06-19 09:57:56+00,93.7,7.78,53.89,102.28,open_meteo_archive
432,KE-WR,2026-06,2026-06-19 09:57:56+00,7.1,8.9,58.39,22.53,open_meteo_forecast
325,NG-KD,2022-01,2026-06-19 09:57:38+00,0.4,0.0,83.13,0.04,open_meteo_archive
326,NG-KD,2022-02,2026-06-19 09:57:38+00,0.0,0.0,84.62,0.33,open_meteo_archive
327,NG-KD,2022-03,2026-06-19 09:57:38+00,0.0,0.0,44.31,2.5,open_meteo_archive
328,NG-KD,2022-04,2026-06-19 09:57:38+00,43.8,0.0,76.92,16.13,open_meteo_archive
329,NG-KD,2022-05,2026-06-19 09:57:38+00,80.4,3.2,75.71,55.36,open_meteo_archive
330,NG-KD,2022-06,2026-06-19 09:57:38+00,149.5,6.11,82.17,85.75,open_meteo_archive
331,NG-KD,2022-07,2026-06-19 09:57:38+00,237.1,10.2,86.39,149.77,open_meteo_archive
332,NG-KD,2022-08,2026-06-19 09:57:38+00,196.8,17.23,44.02,213.01,open_meteo_archive
333,NG-KD,2022-09,2026-06-19 09:57:38+00,212.2,7.0,81.33,175.66,open_meteo_archive
334,NG-KD,2022-10,2026-06-19 09:57:38+00,39.1,0.59,51.82,56.81,open_meteo_archive
335,NG-KD,2022-11,2026-06-19 09:57:38+00,0.0,0.0,34.02,2.11,open_meteo_archive
336,NG-KD,2022-12,2026-06-19 09:57:38+00,0.0,0.0,30.65,0.45,open_meteo_archive
337,NG-KD,2023-01,2026-06-19 09:57:38+00,0.0,0.0,34.52,0.04,open_meteo_archive
338,NG-KD,2023-02,2026-06-19 09:57:38+00,0.0,0.0,35.71,0.33,open_meteo_archive
339,NG-KD,2023-03,2026-06-19 09:57:38+00,4.0,0.0,46.86,2.5,open_meteo_archive
340,NG-KD,2023-04,2026-06-19 09:57:38+00,21.9,0.0,69.34,16.13,open_meteo_archive
341,NG-KD,2023-05,2026-06-19 09:57:38+00,53.0,2.92,57.41,55.36,open_meteo_archive
342,NG-KD,2023-06,2026-06-19 09:57:38+00,94.8,6.08,64.11,85.75,open_meteo_archive
